Artist,Album,Title,Genre,Comments,music_folder,image_folder,lyrics,
Camila Cabello,Romance,Shameless,Pop,Freak37,/songs/01. Shameless.mp3,/image/cover-11.jpg,"Shameless Lyrics
Don't speak, no, don't try
It's been a secret for the longest time
Don't run (Oh), no, don't hide
Been running from it for the longest time

So many mornings I woke up confused
In my dreams, I do anything I want to you
My emotions are naked, they're taking me out of my mind

Right now, I'm shameless
Screamin' my lungs out for ya
Not afraid to face it
I need you more than I want to
Need you more than I want to
Show me you're shameless
Write it on my neck, why don't ya?
And I won't erase it
I need you more than I want to
Need you more than I want to
No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now

So we're there, now it's real
Now that you have me, do you want me still?
My kisses are history, they go back a long time, uh
And I'm tired of loving somebody that's not mine, no

So many mornings I woke up confused
In my dreams, I do anything I want to you
My emotions are naked, they're taking me out of my mind (Mind)

Right now, I'm shameless
Screamin' my lungs out for ya
Not afraid to face it
I need you more than I want to
Need you more than I want to
Show me you're shameless
Write it on my neck, why don't ya?
And I won't erase it
I need you more than I want to
Need you more than I want to
No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now

Distance, inches in between us
I want you to give in, I want you to give in, oh
Weakness, tension in between us
I just wanna give in
And I don't care if I'm forgiven

Right now, I'm shameless
Screamin' my lungs out for ya
Not afraid to face it
I need you more than I want to
Need you more than I want to
Show me you're shameless
Write it on my neck, why don't ya?
And I won't erase it
I need you more than I want to
I need you more than I want to

No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now
No-oh, uh-uh, don't wanna do this now102Embed",
Snoop Dogg,BODR,Still Smokin,,PMEDIA,/songs/01. Still Smokin.mp3,/image/cover-12.jpg,"Still Smokin Lyrics
Say, my nigga, huh
You not gon' believe this shit when I tell you this, cuh
Nigga, I had the craziest motherfucking dream
Listen when I tell you this, my nigga
I had a dream I was back on Death Row Records
We gon' take a trip right now
Like we always do about this time
No, we didn't
Haha, yes, he did
What the fuck is up, niggas and niggettes? Oh, yeah
We back up in this motherfucker

You wouldn't believe me even if I told you niggas
My game is cold, I could still mold you niggas
Roll you niggas a fat stick of that chronic
A hundred sixty million dollar man (What?), bitch, I'm bionic
SN, lesson (Huh?), step in (What? Huh?), automatic weapon
Death Row, oh, no, can't lеt this shit go
I think about Pac, I think about Suge, I think about Nate
I think I left a small piеce on my plate
I'ma rework this shit and get a few things straight
Not here to debate, just simply wanna vibe and create
Smoke a little sticky-icky, drop my vocals on tape
And call my lil' cute bitch who loves smokin' on vapes
Let that settle in, Death Row back in (What up?)
Cuh gon' let 'em in (Ayy)
Ain't no love lost, nigga, understand me? (What?)
Those my carnales, that's my family (Haha)
We back on buzz
We ride for each other 'cause that's what it is, nigga
And that's what it was
Harry-O got freed up, unfinished business
We LLC'd up, Los Angeles G'd up
Yeah, yeah, I don't love you no more1Embed",
Ed Sheeran,=,Tides,,PMEDIA,/songs/01. Tides.mp3,/image/cover-13.jpg,"Tides Lyrics
I have grown up, I am a father now
Everything has changed, but I am still the same somehow
You know I've never been afraid of death
But now I wanna see the things that haven't happened yet
I still love getting out of my mind, I should cut it down
I still know people I don't like and I should cut them out
I feel embarrassed 'bout the things that I did in my youth
'Cause now I have a child, I know one day that she'll go through it

Freight cargo, dot stops, and aeroplanes
Late-night calls, signal is in and out again
Feelin' low on serotonin and better days
Go, go, go, but every moment you're here with mе
Time stops to still
When you are in my arms, it always will
And lifе, life is changin' tides

I lost the confidence in who I was
Too busy tryna chase the high and get the numbers up
I have the same dream every night
A bullet through my brain the moment that I close my eyes
I still have to lean on a shoulder when I've broken down
And I have people that depend on me to sort them out
I sometimes fantasise I disappear without a trace
I've no regrets, but wish I did things in a different way

Low fly zone, lawsuits, and film stars
Headline wrote, ""Princess and the face scar""
Broken bones, break-ins, and Babylon
Go, go, go, but every moment you're here with me

Time stops to still
When you are in my arms, it always will
And life, life is changin' tides
Time stops to still
When you are in my arms, it always will
And life, life is changin' tides8Embed",
John Mayer,Essentials,Waiting On the World to Change,Pop,www.t.me/pmedia_music,/songs/01. Waiting On the World to Change.mp3,/image/cover-14.jpg,"Waiting on the World to Change Lyrics
One, two
One, two, three

Me and all my friends
We're all misunderstood
They say we stand for nothing and
There's no way we ever could
Now we see everything that's going wrong
With the world and those who lead it
We just feel like we don't have the means
To rise above and beat it

So we keep waiting (Waiting)
Waiting on the world to change
We keep on waiting (Waiting)
Waiting on the world to change
It's hard to beat the system
When we're standing at a distance
So we keep waiting (Waiting)
Waiting on the world to change
Now if we had the power
To bring our neighbors home from war
They would have never missed a Christmas
No more ribbons on their door
And when you trust your television
What you get is what you got
Cause when they own the information, oh
They can bend it all they want

That's why we're waiting (Waiting)
Waiting on the world to change
We keep on waiting (Waiting)
Waiting on the world to change
It's not that we don't care
We just know that the fight ain't fair
So we keep on waiting (Waiting)
Waiting on the world to change


And we're still waiting (Waiting)
Waiting on the world to change
We keep on waiting (Waiting)
Waiting on the world to change
One day our generation
Is gonna rule the population
So we keep on waiting (Waiting)
Waiting on the world to change
Now we keep on waiting (Waiting)
Waiting on the world to change
We keep on waiting (Waiting)
Waiting on the world to change
Waiting on the world to change
Waiting on the world to change
Waiting on the world to change27Embed",
Nirvana,Greatest Hits,You Know You're Right,Grunge,,/songs/01.You Know You're Right.mp3,/image/cover-15.jpg,"You Know You’re Right Lyrics
I will never bother you
I will never promise to
I will never follow you
I will never bother you
Never speak a word again
I will crawl away for good
I will move away from here
You won't be afraid of fear
No thought was put into this
And always knew it would come to this
Things have never been so swell
I have never failed to fail

Hey, hey, hey
You know you're right
You know you're right, you know you're right
I'm so warm and calm inside
I no longer have to hide
Let's talk about someone else
Steaming soup against her mouth
Nothing really bothers her
She just wants to love himself
I will move away from here
You won't be afraid of fear
No thought was put into this
Always knew it'd come to this
Things have never been so swell
I have never failed to fail

Hey, hey, hey, hey, hey
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right
You know you're right, you know you're right49Embed",
Ed Sheeran,÷,Castle on the Hill,,Freak37,/songs/02 - Castle on the Hill.mp3,/image/cover-16.jpg,"Castle on the Hill Lyrics
When I was six years old I broke my leg
I was running from my brother and his friends
And tasted the sweet perfume of the mountain grass I rolled down
I was younger then, take me back to when I

Found my heart and broke it here
Made friends and lost them through the years
And I've not seen the roaring fields in so long, I know I've grown
But I can't wait to go home

I'm on my way
Driving at 90 down those country lanes
Singing to ""Tiny Dancer""
And I miss the way you make me feel, and it's real
We watched the sunset over the castle on the hill
Fifteen years old and smoking hand-rolled cigarettes
Running from the law through the backfields and getting drunk with my friends
Had my first kiss on a Friday night, I don't reckon that I did it right
But I was younger then, take me back to when

We found weekend jobs, when we got paid
We'd buy cheap spirits and drink them straight
Me and my friends have not thrown up in so long, oh how we've grown
But I can't wait to go home

I'm on my way
Driving at 90 down those country lanes
Singing to ""Tiny Dancer""
And I miss the way you make me feel, and it's real
We watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill

One friend left to sell clothes
One works down by the coast
One had two kids but lives alone
One's brother overdosed
One's already on his second wife
One's just barely getting by
But these people raised me
And I can't wait to go home
And I'm on my way, I still remember
These old country lanes
When we did not know the answers
And I miss the way you make me feel, it's real
We watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill89Embed",
Frank Sinatra,Platinum Selection,"Hello, Young Lovers","Vocal Jazz, Pop",Freak37,"/songs/02 - Hello, Young Lovers.mp3",/image/cover-17.jpg,"Hello Young Lovers LyricsHello, young lovers, whoever you are
I hope your troubles are few
All my good wishes go with you tonight
I've been in love like you
Be brave, young lovers, and follow your star
Be brave and faithful and true
Cling very close to each other tonight
I've been in love like you
I know how it feels to have wings on your heels
And fly down a street in a trance
You fly down a street on a chance that you'll meet
And you meet not really by chance
Don't cry, young lovers, whatever you do
Don't cry because I'm alone
All of my memories are happy tonight
I've had a love of my own
I've had a love of my own like yours
I've had a love of my ownEmbed",
One Direction,Take Me Home,Kiss You,Pop,,/songs/02 - Kiss You.mp3,/image/cover-18.jpg,"Kiss You Lyrics
Oh, I just wanna take you anywhere that you like
We could go out any day, any night
Baby, I'll take you there, take you there
Baby, I'll take you there, yeah
Oh, tell me, tell me, tell me how to turn your love on
You can get, get anything that you want
Baby, just shout it out, shout it out
Baby, just shout it out, yeah

And if you, you want me too, let's make a move
Yeah, so tell me, girl, if every time we

Touch, you get this kind of rush
Baby, say, yeah, yeah
If you don't wanna take it slow
And you just wanna take me home
Baby, say, yeah, yeah
And let me kiss you
Oh baby, baby, don't you know you got what I need?
Looking so good from your head to your feet
Come on, come over here, over here
Come on, come over here, yeah
Oh, I just wanna show you off to all of my friends
Making them drool down their chinny-chin-chins
Baby, be mine tonight, mine tonight
Baby, be mine tonight, yeah

And if you, you want me to, let's make a move
Yeah, so tell me, girl, if every time we

Touch, you get this kind of rush
Baby, say, yeah, yeah
If you don't wanna take it slow
And you just wanna take me home
Baby, say, yeah, yeah
And let me kiss you

C'mon, na-na-na-na-na-na-na-na
Na-na-na-na-na-na-na-na
Na-na-na-na-na-na-na-na
Yeah, so tell me, girl, if every time we
Touch, you get this kind of rush
Baby, say, yeah, yeah
If you don't wanna take it slow
And you just wanna take me home
Baby, say, yeah, yeah

Every time we touch, you get this kind of rush
Baby, say, yeah, yeah
If you don't wanna take it slow
And you just wanna take me home
Baby, say, yeah, yeah
And let me kiss you14Embed",
Dua Lipa,Dua Lipa,Lost In Your Light (feat. Miguel),Indie Pop / Pop,Hunter,/songs/02 - Lost In Your Light (feat. Miguel).mp3,/image/cover-19.jpg,"Artist Archive: Dua Lipa Lyrics2019-present: Future Nostalgia Era
Awards & Accomplishments
Date - Award/Accomplishment
Appearances & Shows
11/1/2019 - The Graham Norton Show
11/3/2019 - MTV Europe Music Awards
11/10/2019 - The Voice of Germany
11/24/2019 - American Music Awards
11/27/2019 - ARIA Music Awards
11/28/2019 - Sunrise
12/4/2019 - MNET Asian Music Awards
12/17/2019 - The Voice
12/19/2019 - The Tonight Show Starring Jimmy Fallon
12/20/2019 - Good Morning America
1/1/2020 - Dick Clark's New Year's Rockin' Eve
1/9/2020 - The Ellen Degeneres Show
2/7/2020 - Sanremo Music Festival
3/30/2020 - The Late Late Show with James Corden
Discography
11/1/2019 - ""Don't Start Now""
12/13/2019 - ""Future Nostalgia""
1/31/2020 - ""Physical""
3/18/2020 - ""Physical (Remix)"" (ft. Hwasa)
3/25/2020 - ""Break My Heart""
3/27/2020 - Future Nostalgia
Filmography
11/1/2019 - ""Don't Start Now""
12/16/2019 - ""Future Nostalgia""
1/31/2020 - ""Physical""
3/26/2020 - ""Break My Heart""
Interviews
4/7/2020 - ""Dua Lipa's Unplanned, Uncertain, Unprecedented Album Launch,"" The New York Times
4/10/2020 - ""Dua Lipa: 'If somebody told me not to discuss issues I'm passionate about? I wouldn't listen,'"" NME
4/14/2020 - ""Dua Lipa Is Ready For the Party On the Other Side,"" ELLE.com
4/18/2020 - ""Dua Lipa interview: New Rules for Living with No 1,"" The Scotsman
4/22/2020 - ""Dua Lipa on How She Became the World's Quarantine Queen,"" Highsnobiety
5/6/2020 - ""Dua Lipa: 'You can't allow other people's words to affect your growth,'"" British GQ2015-2019: Dua Lipa Era and Pre-Future Nostalgia
Awards & Accomplishments
10/22/2017 - BBC Radio 1's Teen Award for Best Single, ""New Rules""
12/08/2017 - BBC Music Award for Album of the Year, Dua Lipa
12/30/2017 - The Beano Award for Pop Song of the Year, ""New Rules""
2/21/2018 - Brit Award for Best Female Solo Artist
2/21/2018 - Brit Award for British Breakthrough Act
10/21/2018 - BreakTudo Award for Artist on the Rise
11/16/2018 - Bambi Award for International Music Honor
2018 - D&AD Award for Direction for Music Videos, ""New Rules"" music video
2/20/2019 - Brit Award for British Single of the Year, ""One Kiss"" with Calvin Harris
Appearances & Shows
Date - Appearance at show
Discography
As a lead artist:
8/21/2015 - ""New Love""
10/30/2015 - ""Be the One""
2/9/2016 - ""Last Dance""
5/6/2016 - ""Hotter than Hell""
7/8/2016 - Spotify Sessions
8/26/2016 - ""Blow Your Mind (Mwah)""
10/29/2016 - ""Room for 2""
1/6/2017 - ""Thinking 'Bout You""
1/27/2017 - ""Scared to Be Lonely"" (with Martin Garrix)
4/2/2017 - The Only
4/21/2017 - ""Lost in Your Light"" (feat. Miguel)
6/2/2017 - Dua Lipa
6/21/2017 - ""Bridge over Troubled Water"" (with Artists for Grenfell)
12/8/2017 - Live Acoustic
4/6/2018 - ""One Kiss"" (with Calvin Harris)
9/6/2018 - ""Electricity"" (with Silk City)
9/6/2018 - ""Want To""
10/19/2018 - Dua Lipa (Complete Edition)
1/24/2019 - ""Swan Song""
As featured artist:
11/18/2016 - ""No Lie"" (with Sean Paul)
4/28/2017 - ""My Love"" (with Wale, Major Lazer and Wizkid)
6/21/2017 - ""Bridge over Troubled Water"" (with Artists for Grenfell)
10/26/2018 - ""If Only"" (with Andrea Bocelli)
Filmography
As a lead artist:
8/21/2015 - ""New Love""
10/29/2015 - ""Be the One""
2/18/2016 - ""Last Dance""
5/6/2016 - ""Hotter than Hell""
9/12/2016 - ""Blow Your Mind (Mwah)""
10/28/2016 - ""Room for 2""
2/22/2017 - ""Thinking 'Bout You""
5/26/2017 - ""Lost in Your Light"" (feat. Miguel)
7/7/2017 - ""New Rules""
1/12/2018 - ""IDGAF""
5/3/2018 - ""One Kiss"" (with Calvin Harris)
9/6/2018 - ""Electricity"" (with Silk City)
1/24/2019 - ""Swan Song""
As featured artist:
1/10/2017 - ""No Lie"" (with Sean Paul)
8/15/2017 - ""My Love"" (with Wale, Major Lazer and Wizkid)
6/21/2017 - ""Bridge over Troubled Water"" (with Artists for Grenfell)
11/2/2018 - ""If Only"" (with Andrea Bocelli)
Interviews
Date - Article Name, Publisher Name, Date PublishedEmbed",
Coldplay,Greatest Songs,Viva La Vida,Rock / (131),https://musicriders.blogspot.com (or) Mega Zone Riders,/songs/02 - Viva La Vida.mp3,/image/cover-20.jpg,"Viva la Vida Lyrics
I used to rule the world
Seas would rise when I gave the word
Now in the morning, I sleep alone
Sweep the streets I used to own

I used to roll the dice
Feel the fear in my enemy's eyes
Listened as the crowd would sing
""Now the old king is dead, long live the king""

One minute I held the key
Next, the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand
I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason, I can't explain
Once you'd gone, there was never
Never an honest word
And that was when I ruled the world

It was a wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become

Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string (Mmm, mmm)
Oh, who would ever want to be king?

I hear Jerusalem bells a-ringing
Roman cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason, I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world
(Oh-oh-oh, oh-oh-woah)
(Oh-oh-oh, oh-oh-woah)
(Oh-oh-oh, oh-oh-woah)
(Oh-oh-oh, oh-oh-woah)

(Oh-oh-oh, oh-oh-woah)
Hear Jerusalem bells a-ringing
(Oh-oh-oh, oh-oh-woah)
Roman cavalry choirs are singing
(Oh-oh-oh, oh-oh-woah)
Be my mirror, my sword and shield
(Oh-oh-oh, oh-oh-woah)
My missionaries in a foreign field
(Oh-oh-oh, oh-oh-woah)
For some reason, I can't explain
(Oh-oh-oh, oh-oh-woah)
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world

Mmm, mmm, mmm, mmm
Mmm, mmm, mmm, mmm
Mmm, mmm228Embed",
Camila Cabello,Familia,Celia,Pop,,/songs/02 Celia.mp3,/image/cover-21.jpg,"Celia Lyrics

Él se quiere mudar pa' Miami y tomarse un tequila con papi
Él se quiere invitar a mi party, no, uh-huh, uh-huh-huh-huh
Él sonríe, aunque no entiende nada, yo le puedo dar clases privadas
Y un par de besitos en la cara, no, uh-huh, uh-huh-huh-huh

Está fascina'o, emboba'o
Envicia'o, bien enamora'o

A él le gusta que yo le hable en el oído
Que diga cositas que nunca le han dicho
Él no tiene idea del lío en que se ha metido
Con esta loca que ha conocido
Ahora baila las canciones quе me gustan
Y la salsa dice que ya no lе asusta
Ha vivido to'a la vida sin azúcar
Conoció a Celia sin ir pa' Cuba (Cuba)
La-la-la-la-la-la-la (Uh-huh, uh-huh)
La-la-la-la-la-la
La-la-la-la-la-la-la (Uh-huh, uh-huh)
La-la-la-la-la-la

Yo contigo voy de frente
Y te voy a ser leal hasta la muerte
Que le gusto es evidente
En su cara se lo veo claramente

Está fascina'o, emboba'o
Envicia'o, este niño está bien enamora'o

A él le gusta que yo le hable en el oído
Que diga cositas que nunca le han dicho
Él no tiene idea del lío en que se ha metido
Con esta loca que ha conocido
Ahora baila las canciones que me gustan
Y la salsa dice que ya no le asusta
Ha vivido to'a la vida sin azúcar
Conoció a Celia sin ir pa' Cuba (Cuba)
La-la-la-la-la-la-la (Uh-huh, uh-huh)
La-la-la-la-la-la
La-la-la-la-la-la-la (Uh-huh, uh-huh)
La-la-la-la-la-la

Soy de Cuba3Embed",
The Beatles,Rubber Soul (Remastered),Drive My Car,(17)Rock,,/songs/02 drive my car.mp3,,"Drive My Car Lyrics
Asked a girl what she wanted to be
She said baby, can't you see
I wanna be famous, a star on the screen
But you can do something in between
Baby, you can drive my car
Yes, I'm gonna be a star
Baby, you can drive my car
And maybe I'll love you

I told that girl that my prospects were good
And she said baby, it's understood
Working for peanuts is all very fine
But I can show you a better time
Baby, you can drive my car
Yes, I'm gonna be a star
Baby, you can drive my car
And maybe I'll love you
Beep beep'm beep beep yeah!

Baby, you can drive my car
Yes, I'm gonna be a star
Baby, you can drive my car
And maybe I'll love you

I told that girl I can start right away
When she said listen, babe, I got something to say
I got no car and it's breakin' my heart
But I've found a driver and that's a start
Baby, you can drive my car
Yes, I'm gonna be a star
Baby, you can drive my car
And maybe I'll love you
Beep beep'm beep beep, yeah!
Beep beep'm beep beep, yeah!
Beep beep'm beep beep, yeah!6Embed",
Snow Patrol,Greatest Hits,Chasing Cars,Alternative,,/songs/02 Snow Patrol - Chasing Cars.mp3,/image/cover-23.jpg,"Chasing Cars Lyrics
We'll do it all
Everything
On our own
We don't need
Anything or anyone

If I lay here
If I just lay here
Would you lie with me and just forget the world?

I don't quite know
How to say
How I feel
Those three words
Are said too much
They're not enough
If I lay here
If I just lay here
Would you lie with me and just forget the world?
Forget what we're told
Before we get too old
Show me a garden that's burstin' into life

Let's waste time
Chasing cars
Around our heads
I need your grace
To remind me
To find my own

If I lay here
If I just lay here
Would you lie with me and just forget the world?
Forget what we're told
Before we get too old
Show me a garden that's burstin' into life

All that I am
All that I ever was
Is here in your perfect eyes, they're all I can see
I don't know where
Confused about how, as well
Just know that these things will never change for us at all
If I lay here
If I just lay here
Would you lie with me and just forget the world?104Embed",
Imagine Dragons,Origins (Deluxe),Boomerang,Alternative,Freak37,/songs/02. Boomerang.mp3,/image/cover-24.jpg,"Boomerang Lyrics
How many lies do we have to tell?
To keep from saying, that I wish you well?
How many times I said I'm movin’ on?
How many times that false alarm goes off? (Goes off)
Goes off? (Goes off)
I know I'll see you tomorrow

'Cause I’m bad at lettin' you go, lettin' you go
Lettin' you go, lettin' you go
Moving on, moving on, moving on, moving on
I'm ready to go, ready to go
I'm ready to throw, ready to throw
You're my boomerang, boomerang
You’re my boomerang, boomerang
How many tears do we have to cry?
How many sleepless, lonely nights?
To work it out, is it worth it now?
Should we go ahead?
Or should we turn around?
I know I’ll see you tomorrow

'Cause I’m bad at lettin' you go, lettin' you go
Lettin' you go, lettin’ you go
Moving on, moving on, moving on, moving on
I'm ready to go, ready to go
I'm ready to throw, ready to throw
You're my boomerang, boomerang
You're my boomerang, boomerang

Just because it isn't easy doesn't mean that it is wrong
Everything that we've been working on, working on so long
Ooh, ooh, ooh

You're my boomerang, boomerang (Ooh)
You're my boomerang, boomerang
You're my boomerang, boomerang
You're my boome-boome-boomerang-rang
Lettin' you go, lettin' you go (Boomerang-rang)
Lettin' you go, lettin' you go (Boomerang-rang)
Moving on, moving on (Boomerang-rang)
Moving on, moving on (Boomerang-rang)
Ready to go, ready to go (Boomerang-rang)
I'm ready to throw, ready to throw
You're my boomerang, boomerang
You're my boomerang, boomerang
Lettin' you go, lettin' you go (Boomerang-rang)
Lettin' you go, lettin' you go (Boomerang-rang)
Moving on, moving on (Boomerang-rang)
Moving on, moving on (Boomerang-rang)
Ready to go, ready to go (Boomerang-rang)
I'm ready to throw, ready to throw
You're my boomerang, boomerang
You're my boomerang, boomerang8Embed",
Snoop Dogg,BODR,Gun Smoke,,PMEDIA,/songs/02. Gun Smoke.mp3,/image/cover-25.jpg,"Gun Smoke Lyrics
Snoop Dogg, what up, cuh?
What up, Snoop Dogg? What's up, my nigga?
What a G, what up, though, my nigga? What's happenin' with it?
Shit, you know me, my nigga (Blaze that shit up)
Aww, they in the 'Nati just doin' what I do, haha
Oh, for real? Sure, I could dig that
Oh, you wanna hear that?

What a G, nigga, I am where it's cookin' at
Nigga, ain't no lookin' back
Nigga, what you lookin' at?
Lost it in the dice game, took it back
Look at that nigga with the black on
Me and Tek back on
I'm the rapper, so I got to get my rap on
He's the producer with the bass
Now clap on, snap on my fit
Shoot it, shawty, hit it (Ooh)
Lit it slow, really, though, from the city, though
Where they kill for a penny
Shot him, saved him, sent him back to the hideaway
I'm tryna find a ride away
Grew up on the darker side, pray for a brighter day
Fuck the alphabet, PD and the C to the I, the A
Every nigga grab a K, aim it in the same way
Until they fuckin' go away
Bang it 'til they blow away
Tryna do a show a day
Raised my level, lowered my car
And shoot at these motherfuckin' fake rap stars (Nope)
I'd rather not, too much time to be taken
Ain't no fakin' when you cakin' and bakin'
And makin' moves like a CEO
Tellin' only cheat a ho
Threw up the set to seek a friend, a foe
'Cause I ain't got nothin' for 'em but some info
Small bag of indo, a pot to piss in
And a one-room flat so he can throw it out the window
Yep, Tek, this my intro, haha
Doggy, where you hangin' at?
Homie, can you bring it back?
We need some money and some things and a starter pack
A few tickets and we'll kick it back to you, loc
No thang, a friendly game of some gun smokeEmbed",
